vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
0.016,0.877,0.107,0.9008,0.026073703542351723,0.17496421933174133,0.7989620566368103
0.0,0.827,0.173,0.9463,0.009090627543628216,0.05009978264570236,0.9408095479011536
0.037,0.739,0.224,0.9427,0.004600320011377335,0.01226641982793808,0.9831332564353943
0.032,0.81,0.158,0.8657,0.006041890941560268,0.034551020711660385,0.9594070315361023
0.0,0.686,0.314,0.9517,0.0036890339106321335,0.009651217609643936,0.9866597652435303
0.02,0.869,0.111,0.8122,0.00808428693562746,0.030425893142819405,0.9614897966384888
0.0,0.802,0.198,0.886,0.0038261760491877794,0.012991974130272865,0.983181893825531
0.0,0.874,0.126,0.7449,0.0033728801645338535,0.031767453998327255,0.9648597240447998
0.0,0.815,0.185,0.977,0.007486424874514341,0.03594713658094406,0.9565663933753967
0.0,0.778,0.222,0.902,0.00576135003939271,0.06360938400030136,0.9306291937828064
0.034,0.857,0.109,0.8415,0.15216799080371857,0.5729697346687317,0.2748623490333557
0.03,0.784,0.186,0.9832,0.007885882630944252,0.031218502670526505,0.9608955979347229
0.122,0.794,0.084,-0.7649,0.0058904970064759254,0.04856262356042862,0.9455468654632568
0.0,0.834,0.166,0.6115,0.00358146196231246,0.011350557208061218,0.9850679039955139
0.0,0.635,0.365,0.91,0.0038177608512341976,0.02071455307304859,0.9754677414894104
0.0,0.71,0.29,0.9099,0.003632237436249852,0.016202162951231003,0.9801656007766724
0.18,0.781,0.039,-0.8556,0.8854491710662842,0.1021953821182251,0.012355541810393333
0.0,0.76,0.24,0.9413,0.06500617414712906,0.2709890604019165,0.6640047430992126
0.0,0.887,0.113,0.4926,0.00591212697327137,0.03959811478853226,0.9544897675514221
0.198,0.745,0.056,-0.7934,0.868959903717041,0.11309462040662766,0.01794544793665409
0.036,0.918,0.046,0.1154,0.8376419544219971,0.12952862679958344,0.03282945975661278
0.087,0.621,0.293,0.9809,0.014785426668822765,0.08707213401794434,0.898142397403717
0.058,0.809,0.133,0.2846,0.013339097611606121,0.042820364236831665,0.943840503692627
0.0,0.668,0.332,0.8979,0.0033675828017294407,0.009631137363612652,0.9870012998580933
0.235,0.694,0.071,-0.8504,0.9488582611083984,0.045910418033599854,0.005231349729001522
0.0,0.917,0.083,0.2714,0.0046195681206882,0.021641910076141357,0.9737384915351868
0.11,0.705,0.185,0.4019,0.19289202988147736,0.26949140429496765,0.5376166105270386
0.082,0.775,0.143,0.4003,0.052794817835092545,0.44209596514701843,0.5051092505455017
0.058,0.753,0.189,0.9675,0.041067805141210556,0.29094958305358887,0.6679826378822327
0.0,0.733,0.267,0.7351,0.012214964255690575,0.1663922518491745,0.821392834186554
0.0,0.812,0.188,0.9649,0.00259526283480227,0.047858886420726776,0.9495458602905273
0.059,0.723,0.218,0.9759,0.033444568514823914,0.10811261832714081,0.8584428429603577
0.0,0.866,0.134,0.5719,0.0024226256646215916,0.010481825098395348,0.9870954751968384
0.0,0.712,0.288,0.9762,0.005080505274236202,0.016649432480335236,0.9782700538635254
0.0,0.755,0.245,0.8316,0.0039333198219537735,0.019455743953585625,0.9766108989715576
0.045,0.736,0.219,0.9643,0.0037299401592463255,0.012806021608412266,0.9834640622138977
0.1,0.558,0.341,0.8164,0.014247964136302471,0.029815873131155968,0.9559361338615417
0.0,0.67,0.33,0.9667,0.0022829894442111254,0.009670689702033997,0.9880462884902954
0.0,0.802,0.198,0.836,0.0038246512413024902,0.020045600831508636,0.9761297106742859
0.042,0.77,0.188,0.9083,0.008314360864460468,0.03534659370779991,0.9563390016555786
0.033,0.849,0.117,0.8779,0.7965021729469299,0.17599554359912872,0.027502302080392838
0.012,0.77,0.219,0.961,0.0034153468441218138,0.033580224961042404,0.9630044102668762
0.03,0.896,0.074,0.6698,0.012297723442316055,0.07919370383024216,0.9085085988044739
0.0,0.794,0.206,0.8625,0.010247371159493923,0.03526872396469116,0.9544839262962341
0.036,0.826,0.138,0.6916,0.007313092239201069,0.05854925885796547,0.9341375827789307
0.062,0.839,0.099,0.1868,0.8293676972389221,0.15767249464988708,0.012959858402609825
0.082,0.845,0.073,0.2908,0.5271274447441101,0.36764442920684814,0.10522811859846115
0.0,0.932,0.068,0.8201,0.07954338937997818,0.634870707988739,0.2855859696865082
0.016,0.887,0.097,0.7905,0.026580851525068283,0.09421230107545853,0.8792068362236023
0.0,0.723,0.277,0.7845,0.0029896716587245464,0.011526837013661861,0.9854835271835327
0.081,0.829,0.09,0.2372,0.6914798617362976,0.22413600981235504,0.08438406884670258
0.109,0.818,0.073,-0.3818,0.8655760884284973,0.1155952587723732,0.018828602507710457
0.045,0.817,0.138,0.5123,0.6663945317268372,0.2872038185596466,0.046401623636484146
0.241,0.575,0.184,-0.1913,0.6798604130744934,0.2726936936378479,0.04744592681527138
0.053,0.853,0.094,0.3642,0.4454732835292816,0.4751245379447937,0.07940223067998886
0.0,0.602,0.398,0.8908,0.0031831597443670034,0.01758449338376522,0.9792323708534241
0.038,0.7,0.262,0.9591,0.026298455893993378,0.04333540424704552,0.9303660988807678
0.041,0.721,0.238,0.9872,0.02037961594760418,0.14608797430992126,0.8335323333740234
0.0,0.734,0.266,0.9942,0.007577035576105118,0.07499364763498306,0.9174293875694275
0.014,0.817,0.169,0.9664,0.004779053386300802,0.05867057293653488,0.9365503787994385
0.022,0.896,0.082,0.7277,0.010805580765008926,0.17460355162620544,0.8145908713340759
0.046,0.545,0.409,0.9398,0.0331999696791172,0.13094085454940796,0.8358591198921204
0.134,0.866,0.0,-0.5875,0.9306302666664124,0.06282871216535568,0.006540960166603327
0.066,0.887,0.046,-0.1216,0.008826088160276413,0.033749066293239594,0.9574248194694519
0.0,0.737,0.263,0.8934,0.0036180519964545965,0.022623848170042038,0.9737581610679626
0.062,0.833,0.104,0.4939,0.004953800234943628,0.1452697068452835,0.8497765064239502
0.017,0.814,0.169,0.9489,0.005862491205334663,0.022073911502957344,0.9720635414123535
0.0,0.899,0.101,0.5574,0.027963900938630104,0.5092211365699768,0.46281489729881287
0.0,0.827,0.173,0.9661,0.005662323907017708,0.02833992801606655,0.9659978151321411
0.0,0.891,0.109,0.6588,0.004602933768182993,0.03153390437364578,0.9638631343841553
0.0,0.749,0.251,0.9712,0.06070695072412491,0.22520670294761658,0.7140863537788391
0.061,0.448,0.491,0.9369,0.009836798533797264,0.02493518777191639,0.9652279615402222
0.088,0.619,0.293,0.9275,0.023352105170488358,0.06739573925733566,0.9092521667480469
0.049,0.881,0.07,0.0147,0.49052491784095764,0.3607369363307953,0.1487381011247635
0.0,0.708,0.292,0.7814,0.012351682409644127,0.05468503385782242,0.9329633116722107
0.038,0.843,0.119,0.9678,0.008409226313233376,0.09126630425453186,0.9003245234489441
0.052,0.823,0.125,0.9372,0.07056480646133423,0.29042375087738037,0.6390115022659302
0.0,0.763,0.237,0.7096,0.08072860538959503,0.2677813172340393,0.6514900326728821
0.074,0.8,0.126,0.6172,0.9154734015464783,0.07418259233236313,0.010344043374061584
0.169,0.705,0.126,-0.4276,0.8589086532592773,0.11345706135034561,0.02763432264328003
0.048,0.522,0.43,0.8885,0.004688667599111795,0.014055576175451279,0.9812557101249695
0.037,0.611,0.353,0.9748,0.0072806826792657375,0.021467601880431175,0.9712517261505127
0.0,0.667,0.333,0.8402,0.007447770331054926,0.022394489496946335,0.97015780210495
0.049,0.861,0.09,0.4767,0.12985548377037048,0.12418974190950394,0.7459548115730286
0.074,0.895,0.031,-0.3211,0.9221269488334656,0.07069071382284164,0.007182339671999216
0.0,0.51,0.49,0.9109,0.003261333331465721,0.010258175432682037,0.9864805340766907
0.0,0.824,0.176,0.5411,0.09404037147760391,0.3862590789794922,0.5197005271911621
0.014,0.828,0.158,0.9829,0.007668153382837772,0.1021374762058258,0.8901944160461426
0.066,0.794,0.14,0.6486,0.005416502710431814,0.027761809527873993,0.9668216705322266
0.065,0.813,0.122,0.34,0.7923476696014404,0.18568581342697144,0.021966513246297836
0.0,0.895,0.105,0.9167,0.026814479380846024,0.3651077449321747,0.6080777645111084
0.0,0.772,0.228,0.9831,0.0027894184459000826,0.01550084538757801,0.9817097783088684
0.035,0.763,0.202,0.9599,0.010817497968673706,0.04218561202287674,0.9469968676567078
0.02,0.759,0.221,0.9609,0.028518248349428177,0.16882668435573578,0.802655041217804
0.0,0.907,0.093,0.3291,0.007849430665373802,0.019034113734960556,0.973116397857666
0.025,0.764,0.212,0.99,0.011134774424135685,0.06272214651107788,0.9261431097984314
0.13,0.87,0.0,-0.4019,0.8491611480712891,0.14206525683403015,0.008773605339229107
0.066,0.597,0.337,0.8779,0.0039642625488340855,0.01595059037208557,0.9800851941108704
0.204,0.704,0.092,-0.5848,0.8900315761566162,0.09922631829977036,0.010742045007646084
0.0,0.661,0.339,0.8817,0.006300760433077812,0.021897178143262863,0.9718020558357239
0.126,0.71,0.164,0.5162,0.7134097814559937,0.19596298038959503,0.09062723815441132
0.029,0.764,0.207,0.8653,0.0683026909828186,0.13685919344425201,0.7948380708694458
0.0,0.731,0.269,0.9404,0.054700590670108795,0.1120569109916687,0.8332424759864807
0.0,0.903,0.097,0.3919,0.007753456477075815,0.2453925758600235,0.7468539476394653
0.082,0.824,0.093,0.8413,0.8281965255737305,0.14224350452423096,0.029559945687651634
0.023,0.748,0.229,0.9864,0.009348561055958271,0.06852113455533981,0.922130286693573
0.097,0.903,0.0,-0.235,0.3064606487751007,0.4307924509048462,0.2627468407154083
0.046,0.754,0.2,0.9953,0.24874654412269592,0.5803505182266235,0.17090290784835815
0.047,0.806,0.147,0.9141,0.20725078880786896,0.5345179438591003,0.2582312822341919
0.078,0.69,0.232,0.9808,0.12296118587255478,0.13721773028373718,0.7398210763931274
0.054,0.739,0.208,0.643,0.007082796189934015,0.022611983120441437,0.9703052639961243
0.024,0.9,0.076,0.7696,0.1972533017396927,0.658689558506012,0.14405709505081177
0.0,0.556,0.444,0.9001,0.003482548985630274,0.008891905657947063,0.9876255393028259
0.052,0.684,0.265,0.958,0.003751214127987623,0.020664555951952934,0.9755842685699463
0.077,0.629,0.294,0.802,0.003251731162890792,0.017823506146669388,0.9789247512817383
0.086,0.83,0.084,0.4249,0.05494567006826401,0.14063717424869537,0.8044171333312988
0.0,0.745,0.255,0.8906,0.008770770393311977,0.029060347005724907,0.9621689319610596
0.017,0.907,0.076,0.8364,0.14953580498695374,0.1985855996608734,0.6518785357475281
0.082,0.687,0.231,0.9582,0.013717632740736008,0.0775020644068718,0.9087803363800049
0.0,0.588,0.412,0.9364,0.01329552847892046,0.023687057197093964,0.963017463684082
0.0,0.606,0.394,0.8555,0.005325975827872753,0.015021029859781265,0.979653000831604
0.0,1.0,0.0,0.0,0.002631216077134013,0.05830913782119751,0.9390596747398376
0.0,0.939,0.061,0.2382,0.10334718972444534,0.32482144236564636,0.5718313455581665
0.0,0.826,0.174,0.9436,0.008766678161919117,0.0478430800139904,0.9433902502059937
0.147,0.669,0.185,0.4988,0.9479803442955017,0.04364412650465965,0.008375468663871288
0.011,0.795,0.194,0.9869,0.005854788236320019,0.025609726086258888,0.9685354828834534
0.1,0.806,0.094,-0.0823,0.9083115458488464,0.0785176157951355,0.013170854188501835
0.0,0.673,0.327,0.9759,0.008108041249215603,0.02815445326268673,0.9637374877929688
0.017,0.746,0.236,0.985,0.019500551745295525,0.4214605391025543,0.5590388774871826
0.0,0.911,0.089,0.5719,0.00526604475453496,0.018546218052506447,0.9761877655982971
0.042,0.81,0.148,0.7913,0.07523850351572037,0.2019074708223343,0.7228540182113647
0.0,0.737,0.263,0.903,0.003542237915098667,0.01374807395040989,0.9827096462249756
0.0,1.0,0.0,0.0,0.9061090350151062,0.08870143443346024,0.005189576651901007
0.058,0.765,0.176,0.8442,0.004132060334086418,0.04517267644405365,0.950695276260376
0.014,0.778,0.208,0.9637,0.003414236707612872,0.029710693284869194,0.9668750762939453
0.075,0.607,0.318,0.9691,0.004244781564921141,0.011310035362839699,0.9844451546669006
0.0,0.772,0.228,0.9648,0.0034649930894374847,0.024338291957974434,0.9721966981887817
0.132,0.85,0.018,-0.9296,0.9267101287841797,0.06450901180505753,0.00878076907247305
0.026,0.913,0.061,0.3612,0.004431459121406078,0.027929309755563736,0.9676392674446106
0.0,0.884,0.116,0.4404,0.7527236342430115,0.19440314173698425,0.05287324637174606
0.015,0.861,0.123,0.9644,0.0443514883518219,0.38755273818969727,0.5680958032608032
0.0,0.806,0.194,0.6696,0.2521388530731201,0.4732925593852997,0.2745685875415802
0.053,0.881,0.066,0.1015,0.936939001083374,0.05680198594927788,0.006259001791477203
0.073,0.773,0.154,0.5995,0.27339816093444824,0.33386245369911194,0.3927393853664398
0.04,0.812,0.148,0.895,0.005729596130549908,0.05281151458621025,0.9414589405059814
0.0,0.912,0.087,0.7906,0.012205276638269424,0.086992546916008,0.9008021950721741
0.0,0.883,0.117,0.9628,0.008493834175169468,0.1100630834698677,0.8814431428909302
0.0,0.813,0.187,0.8169,0.008583730086684227,0.01845301315188408,0.972963273525238
0.0,0.538,0.462,0.8832,0.0030816271901130676,0.006936720572412014,0.9899817109107971
0.0,0.831,0.169,0.9001,0.6095764636993408,0.33242717385292053,0.05799636244773865
0.125,0.847,0.028,-0.6981,0.7541970014572144,0.21612243354320526,0.029680516570806503
0.06,0.675,0.265,0.8009,0.12997595965862274,0.17798469960689545,0.6920393705368042
0.0,0.745,0.255,0.8908,0.002729220548644662,0.02244085632264614,0.9748298525810242
0.02,0.888,0.091,0.6317,0.0019092236179858446,0.03702153265476227,0.9610692262649536
0.0,0.755,0.245,0.5994,0.0025487958919256926,0.012256525456905365,0.985194742679596
0.0,0.576,0.424,0.9545,0.0017097970703616738,0.021816719323396683,0.9764734506607056
0.0,0.781,0.219,0.4215,0.002296887105330825,0.012876703403890133,0.9848264455795288
0.054,0.926,0.02,-0.7346,0.6905944347381592,0.27905476093292236,0.030350763350725174
0.187,0.813,0.0,-0.8109,0.8277977108955383,0.16271816194057465,0.009484159760177135
0.0,0.798,0.202,0.5499,0.0253855399787426,0.3794647753238678,0.5951496958732605
0.092,0.854,0.054,-0.7571,0.760768711566925,0.21319417655467987,0.026037083938717842
0.0,0.764,0.236,0.9231,0.0028288611210882664,0.04812581092119217,0.9490453600883484
0.044,0.871,0.085,0.5704,0.007800112012773752,0.07155311107635498,0.9206468462944031
0.0,1.0,0.0,0.0,0.17824342846870422,0.4366399049758911,0.3851166069507599
0.018,0.628,0.353,0.995,0.027607060968875885,0.0842689722776413,0.8881239891052246
0.0,0.554,0.446,0.864,0.0035860950592905283,0.030485840514302254,0.9659280776977539
0.0,0.734,0.266,0.8883,0.0027754136826843023,0.012139394879341125,0.9850851893424988
0.0,0.791,0.209,0.9081,0.012297910638153553,0.08215966075658798,0.9055424332618713
0.0,0.705,0.295,0.968,0.017260052263736725,0.048582784831523895,0.934157133102417
0.0,0.637,0.363,0.9872,0.004984567873179913,0.008518755435943604,0.98649662733078
0.0,0.703,0.297,0.8418,0.004449337720870972,0.009103221818804741,0.9864474534988403
0.05,0.642,0.307,0.823,0.002753135748207569,0.010083946399390697,0.9871628880500793
0.0,0.536,0.464,0.9471,0.0033331846352666616,0.018781526014208794,0.9778853058815002
0.0,0.676,0.324,0.9911,0.0025410009548068047,0.012318113818764687,0.9851409196853638
0.0,0.577,0.423,0.9347,0.0021279489155858755,0.0061812433414161205,0.9916907548904419
0.0,0.695,0.305,0.848,0.005495788063853979,0.023966539651155472,0.9705376029014587
0.039,0.775,0.186,0.9284,0.054788071662187576,0.1048252210021019,0.840386688709259
0.04,0.765,0.194,0.9136,0.37322983145713806,0.3188416659832001,0.30792850255966187
0.039,0.815,0.146,0.9866,0.06760482490062714,0.271801620721817,0.660593569278717
0.118,0.816,0.066,-0.8893,0.553524374961853,0.3261337876319885,0.12034178525209427
0.012,0.793,0.196,0.9856,0.16687354445457458,0.4187268912792206,0.41439953446388245
0.054,0.757,0.189,0.9864,0.007363098207861185,0.05972431227564812,0.9329125881195068
0.096,0.836,0.068,-0.6105,0.19183652102947235,0.46523770689964294,0.3429257571697235
0.0,0.838,0.162,0.9379,0.0036704526282846928,0.03764088451862335,0.9586886167526245
0.115,0.866,0.019,-0.8225,0.016540393233299255,0.10142558068037033,0.8820340037345886
0.0,0.799,0.201,0.852,0.0027192237321287394,0.01901187002658844,0.9782689213752747
0.035,0.735,0.23,0.9888,0.0748630166053772,0.5105602741241455,0.4145767390727997
0.023,0.759,0.218,0.972,0.07804790139198303,0.17943495512008667,0.7425171136856079
0.033,0.695,0.272,0.9929,0.012153503485023975,0.06659256666898727,0.9212539792060852
0.11,0.736,0.154,0.5983,0.24170702695846558,0.22644707560539246,0.5318458676338196
0.0,0.728,0.272,0.9441,0.0030526884365826845,0.029351303353905678,0.9675959348678589
0.025,0.907,0.068,0.5829,0.011872763745486736,0.050158798694610596,0.9379684329032898
0.0,0.651,0.349,0.9709,0.00420649629086256,0.026385145261883736,0.9694082736968994
0.0,0.751,0.249,0.9393,0.004846599418669939,0.020277544856071472,0.9748758673667908
0.026,0.761,0.213,0.9254,0.008230258710682392,0.2734576463699341,0.7183120846748352
0.0,0.552,0.448,0.9393,0.004611427895724773,0.01278644148260355,0.9826021194458008
0.05,0.763,0.187,0.9472,0.010796325281262398,0.09795825928449631,0.891245424747467
0.073,0.821,0.106,0.6989,0.060613662004470825,0.5501038432121277,0.3892825245857239
0.0,0.759,0.241,0.9422,0.004835452884435654,0.028818273916840553,0.9663462042808533
0.077,0.719,0.204,0.8976,0.04105953872203827,0.12025873363018036,0.8386817574501038
0.09,0.751,0.159,0.5849,0.005278612021356821,0.03550080955028534,0.9592205286026001
0.022,0.723,0.255,0.969,0.05568990111351013,0.2482018917798996,0.6961082220077515
0.0,0.893,0.107,0.7263,0.0037923245690762997,0.021359872072935104,0.9748477935791016
0.089,0.732,0.18,0.9095,0.00827484019100666,0.023732036352157593,0.9679931402206421
0.0,0.844,0.156,0.9857,0.008250395767390728,0.059132885187864304,0.9326167702674866
0.016,0.926,0.057,0.6613,0.2930596172809601,0.5549389719963074,0.15200145542621613
0.0,0.909,0.091,0.6597,0.7184505462646484,0.2359241098165512,0.045625291764736176
0.0,0.767,0.233,0.8225,0.0026871191803365946,0.012219059281051159,0.9850938320159912
0.0,0.715,0.285,0.8,0.0043363673612475395,0.012345940805971622,0.9833177328109741
0.065,0.836,0.099,0.7746,0.005641026422381401,0.0379558801651001,0.9564031362533569
0.0,0.775,0.225,0.9217,0.0033899119589477777,0.02337520942091942,0.9732348322868347
0.008,0.84,0.152,0.9569,0.004321885295212269,0.05356758460402489,0.942110538482666
0.025,0.699,0.275,0.9152,0.0041459063068032265,0.0203377828001976,0.9755163192749023
0.156,0.789,0.055,-0.5719,0.45056211948394775,0.2783867120742798,0.2710511386394501
0.028,0.655,0.316,0.9947,0.007157470099627972,0.049671828746795654,0.9431706666946411
0.044,0.706,0.25,0.8345,0.015708206221461296,0.058187954127788544,0.9261038303375244
0.042,0.751,0.206,0.9656,0.0547635555267334,0.20159012079238892,0.7436462640762329
0.0,0.737,0.263,0.9667,0.003732975572347641,0.019205814227461815,0.9770612120628357
0.0,0.834,0.166,0.5229,0.004215046297758818,0.030353814363479614,0.9654311537742615
0.046,0.803,0.151,0.9693,0.005523053929209709,0.04647935554385185,0.9479976296424866
0.149,0.669,0.182,0.2263,0.204371839761734,0.30638399720191956,0.48924410343170166
0.0,0.689,0.311,0.9932,0.009295109659433365,0.034319352358579636,0.9563855528831482
0.075,0.676,0.248,0.9699,0.004002600908279419,0.028054384514689445,0.9679429531097412
0.0,0.841,0.159,0.8012,0.0047043138183653355,0.030830301344394684,0.964465320110321
0.0,0.868,0.132,0.6124,0.013199211098253727,0.05907439813017845,0.9277263879776001
0.0,0.601,0.399,0.9227,0.003806761000305414,0.007594946771860123,0.9885982275009155
0.037,0.672,0.291,0.9456,0.005572382360696793,0.0333629846572876,0.9610645771026611
0.0,0.546,0.454,0.9094,0.004613546188920736,0.0180305615067482,0.9773558378219604
0.0,0.738,0.262,0.9739,0.004552474245429039,0.018967751413583755,0.9764798283576965
0.037,0.783,0.179,0.7657,0.00377649930305779,0.021025098860263824,0.9751983880996704
0.0,0.761,0.239,0.7152,0.002694649389013648,0.016836348921060562,0.9804689288139343
0.086,0.737,0.177,0.9545,0.2013198435306549,0.35020753741264343,0.44847264885902405
0.0,0.698,0.302,0.8442,0.009649762883782387,0.03883206471800804,0.951518177986145
0.0,0.721,0.279,0.8655,0.0036351813469082117,0.016008928418159485,0.9803558588027954
0.0,0.811,0.189,0.6801,0.0031130940187722445,0.010793635621666908,0.986093282699585
0.11,0.673,0.217,0.6996,0.0038601341657340527,0.010422923602163792,0.9857169389724731
0.094,0.652,0.254,0.9623,0.0431414395570755,0.13757239282131195,0.8192861676216125
0.0,0.867,0.133,0.5927,0.0074061444029212,0.034009408205747604,0.9585844278335571
0.054,0.493,0.453,0.9463,0.005922617390751839,0.012042820453643799,0.9820345640182495
0.0,0.541,0.459,0.9612,0.0028208233416080475,0.00849942583590746,0.988679826259613
0.07,0.829,0.101,0.3287,0.16198121011257172,0.2849080264568329,0.5531107187271118
0.0,0.736,0.264,0.836,0.004301766399294138,0.012863063253462315,0.9828351140022278
0.024,0.87,0.106,0.7571,0.03732050955295563,0.15724186599254608,0.8054376244544983
0.0,0.669,0.331,0.872,0.004838871769607067,0.0259296465665102,0.9692314267158508
0.0,0.52,0.48,0.9169,0.004407646134495735,0.03273620083928108,0.9628561735153198
0.075,0.653,0.272,0.792,0.004834704101085663,0.03386395424604416,0.9613013863563538
0.044,0.64,0.316,0.9808,0.498884916305542,0.23821571469306946,0.2628994286060333
0.027,0.771,0.201,0.8858,0.009074029512703419,0.018414268270134926,0.9725117087364197
0.0,0.755,0.245,0.8941,0.005321034230291843,0.021720701828598976,0.9729582667350769
0.039,0.815,0.146,0.8616,0.007572580594569445,0.03562164306640625,0.9568057656288147
0.053,0.737,0.21,0.9496,0.0077456762082874775,0.05873103812336922,0.9335232377052307
0.051,0.833,0.116,0.7532,0.004293439444154501,0.04565075784921646,0.9500557780265808
0.083,0.815,0.102,-0.3204,0.02545817568898201,0.07414598762989044,0.9003958106040955
0.0,0.786,0.214,0.968,0.01969595067203045,0.07604634761810303,0.9042577147483826
0.079,0.804,0.118,0.5069,0.011837727390229702,0.08892432600259781,0.8992379903793335
0.108,0.705,0.187,0.3275,0.08526845276355743,0.15902578830718994,0.755705714225769
0.068,0.802,0.13,0.7351,0.0510769858956337,0.1606789380311966,0.7882440090179443
0.099,0.585,0.316,0.9049,0.02300257794559002,0.05477315932512283,0.922224223613739
0.0,0.855,0.145,0.9197,0.004646223969757557,0.03861958906054497,0.9567341804504395
0.016,0.788,0.196,0.9949,0.005166719201952219,0.03413643687963486,0.9606968760490417
0.0,0.882,0.118,0.75,0.0017294306308031082,0.03570971637964249,0.9625608325004578
0.0,0.663,0.337,0.8803,0.0032040325459092855,0.012270270846784115,0.984525740146637
0.0,0.67,0.33,0.9918,0.0030291194561868906,0.03404088690876961,0.9629300236701965
0.0,0.678,0.322,0.8979,0.002461687894538045,0.011683788150548935,0.9858545660972595
0.0,0.8,0.2,0.7763,0.0037227924913167953,0.016318684443831444,0.9799585938453674
0.026,0.674,0.3,0.9699,0.32648175954818726,0.3709428906440735,0.30257534980773926
0.064,0.76,0.177,0.8805,0.04640159383416176,0.07775052636861801,0.8758478760719299
0.057,0.69,0.253,0.9262,0.011020765639841557,0.02734765037894249,0.9616316556930542
0.014,0.803,0.182,0.9748,0.021224450320005417,0.06687209755182266,0.911903440952301
0.053,0.831,0.115,0.717,0.08395075052976608,0.18240180611610413,0.7336474061012268
0.0,0.644,0.356,0.9726,0.0041092741303145885,0.029856137931346893,0.9660345911979675
0.041,0.64,0.319,0.9368,0.0025980090722441673,0.009683848358690739,0.9877181053161621
0.0,0.704,0.296,0.8124,0.6285681128501892,0.261919230222702,0.10951261967420578
0.0,0.769,0.231,0.966,0.0033566008787602186,0.01611277461051941,0.9805306196212769
0.044,0.637,0.32,0.9823,0.006473810411989689,0.01854926533997059,0.9749769568443298
0.056,0.767,0.177,0.6428,0.2671363949775696,0.4773886799812317,0.25547492504119873
0.0,0.737,0.263,0.8967,0.0032942870166152716,0.013420503586530685,0.9832852482795715
0.0,0.716,0.284,0.8938,0.005018917843699455,0.015803039073944092,0.9791780114173889
0.102,0.691,0.207,0.5938,0.012805188074707985,0.062148887664079666,0.9250459671020508
0.066,0.718,0.215,0.6808,0.022206854075193405,0.13126784563064575,0.846525251865387
0.0,0.702,0.298,0.8588,0.0060577476397156715,0.014495311304926872,0.9794470071792603
0.062,0.649,0.289,0.8271,0.007491569500416517,0.032574210315942764,0.9599342346191406
0.0,0.926,0.074,0.2846,0.051876869052648544,0.3553493320941925,0.5927737355232239
0.104,0.797,0.099,0.2023,0.009838750585913658,0.04784829542040825,0.942313015460968
0.0,0.705,0.295,0.9926,0.003576127113774419,0.02727990411221981,0.9691439867019653
0.0,0.857,0.143,0.7574,0.010839411988854408,0.04282943531870842,0.9463312029838562
0.0,0.613,0.387,0.9795,0.005133180879056454,0.011511259712278843,0.9833555817604065
0.0,0.788,0.212,0.9164,0.004149382933974266,0.014002552255988121,0.9818480014801025
0.0,0.728,0.272,0.8225,0.0043722097761929035,0.08725373446941376,0.908374011516571
0.059,0.662,0.279,0.7906,0.004147225990891457,0.016347192227840424,0.9795055389404297
0.017,0.76,0.223,0.9803,0.003311007749289274,0.011177081614732742,0.985511839389801
0.033,0.611,0.356,0.964,0.006070421077311039,0.016141217201948166,0.9777883887290955
0.048,0.714,0.237,0.9801,0.42872291803359985,0.25545263290405273,0.3158244788646698
0.076,0.742,0.182,0.7892,0.0037382193841040134,0.017674501985311508,0.9785873293876648
0.0,0.96,0.04,0.2253,0.004888578783720732,0.06312929838895798,0.9319821000099182
0.0,0.771,0.229,0.9042,0.0074592409655451775,0.035321466624736786,0.9572193622589111
0.0,0.704,0.296,0.9735,0.003446989692747593,0.013392926193773746,0.9831600785255432
0.0,0.669,0.331,0.8979,0.007867843843996525,0.033528730273246765,0.9586033821105957
0.207,0.591,0.202,0.2263,0.003126258961856365,0.014942437410354614,0.9819313287734985
0.0,0.747,0.253,0.8309,0.0026750017423182726,0.01434557605534792,0.9829794764518738
0.0,0.743,0.257,0.7089,0.00977194495499134,0.035150196403265,0.9550778269767761
0.0,0.745,0.255,0.8715,0.0040883757174015045,0.017920270562171936,0.9779912829399109
0.03,0.643,0.326,0.9671,0.006276803091168404,0.03341945633292198,0.960303783416748
0.047,0.702,0.252,0.984,0.00984129123389721,0.04390322044491768,0.9462555050849915
0.0,0.779,0.221,0.9199,0.0067532858811318874,0.016314387321472168,0.9769322872161865
0.017,0.772,0.21,0.9804,0.017354343086481094,0.09769634157419205,0.8849493265151978
0.088,0.554,0.358,0.8074,0.00269156601279974,0.022756827995181084,0.9745516180992126
0.082,0.695,0.223,0.9932,0.1209835335612297,0.2250489443540573,0.6539674997329712
0.061,0.739,0.2,0.9531,0.23735107481479645,0.2804780602455139,0.48217085003852844
0.062,0.665,0.274,0.9926,0.01364258024841547,0.046523984521627426,0.939833402633667
0.043,0.775,0.181,0.9951,0.034119613468647,0.35000079870224,0.6158795952796936
0.0,0.909,0.091,0.8224,0.004896032623946667,0.04339725524187088,0.9517066478729248
0.11,0.847,0.042,-0.8245,0.6712529063224792,0.2506304681301117,0.07811661064624786
0.0,1.0,0.0,0.0,0.11873335391283035,0.8499293327331543,0.03133725747466087
0.023,0.761,0.216,0.9772,0.29913949966430664,0.5760416984558105,0.12481877207756042
0.0,0.822,0.178,0.9235,0.34338557720184326,0.5760579109191895,0.08055659383535385
0.037,0.763,0.2,0.8456,0.00527204480022192,0.020010020583868027,0.9747179746627808
